datum;MS;Tim;CC;Enote;Podjetje;Poklic;H_skupaj;H_1;H_2;H_3;H_bolniska;H_dopust;H_nadure;H_minus;Stej
10.1.2019;8001;93,0;MGK;P;Palfinger;Montažer II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8002;79,0;GKC;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;1
10.1.2019;8027;60,0;KS;PR;Palfinger;Delovodja;7,433333333333334;7,283333333333333;0,15000000000000036;0,0;0,0;0,0;0,0;-0,5666666666666664;1
10.1.2019;8042;51,0;GG;P;Palfinger;Kljuèavnièar-varilec;12,0;8,0;0,0;4,0;0,0;0,0;4,0;0,0;1
10.1.2019;8043;41,0;BF;P;Palfinger;CNC operater II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8046;55,0;GG;P;Palfinger;Varilec na robotu;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8053;93,0;MGK;P;Palfinger;Montažer II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8072;55,0;GG;P;Palfinger;Varilec na robotu;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8095;41,0;BF;P;Palfinger;Kljuèavnièar PO;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8113;30,0;LAK;P;Palfinger;Lièar II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8116;79,0;GKC;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8124;57,0;EPS;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8137;41,0;BF;P;Palfinger;Pomožni kljuèavnièar;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8143;59,0;EPS;P;Palfinger;CNC operater;8,0;0,0;0,0;0,0;0,0;8,0;0,0;0,0;1
10.1.2019;8145;17,0;ST;PR;Palfinger;Varilni mojster EWS;8,300000000000002;1,2666666666666675;7,033333333333335;0,0;0,0;0,0;0,3000000000000025;0,0;1
10.1.2019;8151;76,0;GTC;P;Palfinger;CNC operater;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8168;79,0;GKC;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8169;79,0;GKC;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8170;91,0;LAK;P;Palfinger;Operater lakirnice II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8171;30,0;GG;P;Palfinger;Skladišènik II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8173;62,0;KS;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8174;84,0;GTC;P;Palfinger;Kljuèavnièar-varilec II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8175;12,0;LOG;PR;Palfinger;Voznik vilièarja II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8176;98,0;MGK;P;Palfinger;Montažer II;11,0;7,0;0,0;4,0;0,0;0,0;3,0;0,0;1
10.1.2019;8177;67,0;EPS;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8178;85,0;GTC;P;Palfinger;Kljuèavnièar-varilec II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8179;57,0;EPS;P;Palfinger;Varilec na robotu;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8180;92,0;MGK;P;Palfinger;Montažer II;12,0;0,0;8,0;4,0;0,0;0,0;4,0;0,0;1
10.1.2019;8181;61,0;KSR;P;Palfinger;Kljuèavnièar-varilec II;12,0;8,0;4,0;0,0;0,0;0,0;4,0;0,0;1
10.1.2019;8183;80,0;GTC;PR;Palfinger;Delovodja;8,666666666666668;8,0;0,5;0,16666666666666696;0,0;0,0;0,6666666666666679;0,0;1
10.1.2019;8184;79,0;GKC;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8186;59,0;EPS;P;Palfinger;CNC operater II;8,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;1
10.1.2019;8190;70,0;GKC;PR;Palfinger;Skladišènik;10,0;8,0;2,0;0,0;0,0;0,0;2,0;0,0;1
10.1.2019;8191;57,0;EPS;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;1
10.1.2019;8192;65,0;KS;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8193;93,0;MGK;P;Palfinger;Montažer II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8194;65,0;KS;P;Palfinger;Kljuèavnièar-varilec II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8195;68,0;KS;P;Palfinger;Kljuèavnièar-varilec II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8200;61,0;KSR;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8201;90,0;MGK;PR;Palfinger;Tehnolog;10,416666666666666;8,0;1,3833333333333329;1,0333333333333332;0,0;0,0;2,416666666666666;0,0;1
10.1.2019;8202;40,0;BF;PR;Palfinger;Kontrolor II;9,15;8,0;0,3000000000000007;0,8499999999999996;0,0;0,0;1,1500000000000004;0,0;1
10.1.2019;8203;43,0;BF;P;Palfinger;CNC operater II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8204;42,0;BF;P;Palfinger;Operater upogibnih strojev II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8205;55,0;GG;P;Palfinger;Varilec na robotu;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8207;92,0;MGK;P;Palfinger;Montažer II;12,0;1,0;8,0;3,0;0,0;0,0;4,0;0,0;1
10.1.2019;8210;41,0;BF;P;Palfinger;CNC operater II;12,0;0,0;4,0;8,0;0,0;0,0;4,0;0,0;1
10.1.2019;8211;92,0;MGK;P;Palfinger;Montažer II;12,0;0,0;8,0;4,0;0,0;0,0;4,0;0,0;1
10.1.2019;8212;85,0;GTC;P;Palfinger;Kljuèavnièar-varilec II;10,0;0,0;5,0;5,0;0,0;0,0;2,0;0,0;1
10.1.2019;8215;41,0;BF;P;Palfinger;Kljuèavnièar II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8217;42,0;BF;P;Palfinger;Kljuèavnièar;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8218;44,0;BF;P;Palfinger;Operater upogibnih strojev II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8219;61,0;KSR;P;Palfinger;CNC operater II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8223;92,0;MGK;P;Palfinger;Montažer II;10,0;8,0;2,0;0,0;0,0;0,0;2,0;0,0;1
10.1.2019;8225;42,0;BF;P;Palfinger;Kljuèavnièar;12,0;8,0;0,0;4,0;0,0;0,0;4,0;0,0;1
10.1.2019;8227;43,0;BF;P;Palfinger;Kljuèavnièar;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8229;92,0;MGK;P;Palfinger;Montažer II;9,0;8,0;1,0;0,0;0,0;0,0;1,0;0,0;1
10.1.2019;8230;20,0;INST;PR;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8232;85,0;GTC;P;Palfinger;Kljuèavnièar-varilec II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8234;41,0;BF;P;Palfinger;CNC operater II;8,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;1
10.1.2019;8235;66,0;KS;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;1
10.1.2019;8236;95,0;MGK;P;Palfinger;Montažer II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8237;40,0;BF;PR;Palfinger;Delovodja;8,399999999999999;0,1999999999999993;8,0;0,1999999999999993;0,0;0,0;0,3999999999999986;0,0;1
10.1.2019;8238;42,0;BF;P;Palfinger;Kljuèavnièar;16,0;8,0;0,0;8,0;0,0;0,0;8,0;0,0;1
10.1.2019;8241;91,0;LAK;P;Palfinger;Operater lakirnice II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8243;41,0;BF;P;Palfinger;CNC operater II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8246;51,0;GG;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8247;67,0;EPS;P;Palfinger;Kljuèavnièar-varilec II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8250;85,0;GTC;P;Palfinger;Kljuèavnièar-varilec II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8252;71,0;GKC;P;Palfinger;CNC operater;12,0;8,0;4,0;0,0;0,0;0,0;4,0;0,0;1
10.1.2019;8256;43,0;BF;P;Palfinger;CNC operater II;8,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;1
10.1.2019;8258;42,0;BF;P;Palfinger;Kljuèavnièar;8,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;1
10.1.2019;8259;41,0;BF;P;Palfinger;CNC operater II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8262;67,0;EPS;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8264;76,0;GTC;P;Palfinger;CNC operater;4,0;4,0;0,0;0,0;0,0;0,0;0,0;-4,0;1
10.1.2019;8265;80,0;GTC;PR;Palfinger;Tehnolog;8,933333333333335;6,9;2,033333333333335;0,0;0,0;0,0;0,9333333333333353;0,0;1
10.1.2019;8266;94,0;MGK;P;Palfinger;Montažer II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8268;61,0;KSR;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8270;20,0;INST;PR;Palfinger;Elektrikar-elektronik;6,0;6,0;0,0;0,0;0,0;0,0;0,0;-2,0;1
10.1.2019;8272;96,0;MGK;P;Palfinger;CNC operater II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8273;80,0;GTC;PR;Palfinger;Delovodja;8,55;7,216666666666667;1,333333333333334;0,0;0,0;0,0;0,5500000000000007;0,0;1
10.1.2019;8275;20,0;INST;PR;Palfinger;Tehnièna administratorka;8,5;7,0;1,5;0,0;0,0;0,0;0,5;0,0;1
10.1.2019;8277;85,0;GTC;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8278;72,0;GKC;P;Palfinger;Kljuèavnièar-varilec;4,500000000000001;4,0166666666666675;0,0;0,4833333333333334;0,0;0,0;0,0;-3,499999999999999;1
10.1.2019;8280;61,0;KSR;P;Palfinger;CNC operater;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8282;61,0;KSR;P;Palfinger;CNC operater;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8283;84,0;GTC;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8284;85,0;GTC;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;1
10.1.2019;8286;84,0;GTC;P;Palfinger;Kljuèavnièar-varilec;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8287;59,0;EPS;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8288;85,0;GTC;P;Palfinger;Kljuèavnièar-varilec II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8289;85,0;GTC;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8292;68,0;KS;P;Palfinger;Kljuèavnièar-varilec II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8294;79,0;GKC;P;Palfinger;Kljuèavnièar-varilec II;12,0;0,0;4,0;8,0;0,0;0,0;4,0;0,0;1
10.1.2019;8295;52,0;GG;P;Palfinger;Kljuèavnièar-varilec;12,0;8,0;0,0;4,0;0,0;0,0;4,0;0,0;1
10.1.2019;8296;57,0;EPS;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8298;85,0;GTC;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8299;67,0;EPS;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8300;79,0;GKC;P;Palfinger;Kljuèavnièar-varilec II;12,0;8,0;4,0;0,0;0,0;0,0;4,0;0,0;1
10.1.2019;8301;51,0;GG;P;Palfinger;Varilec na robotu;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8302;85,0;GTC;P;Palfinger;Kljuèavnièar-varilec II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;8303;79,0;GKC;P;Palfinger;Kljuèavnièar-varilec II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;8304;70,0;GKC;PR;Palfinger;Proizvodni logistik II;8,516666666666666;7,45;1,0666666666666664;0,0;0,0;0,0;0,5166666666666657;0,0;1
10.1.2019;8306;72,0;GKC;P;Palfinger;Kljuèavnièar-varilec II;10,0;8,0;0,0;2,0;0,0;0,0;2,0;0,0;1
10.1.2019;9017;61,0;KSR;P;Palfinger;CNC operater;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9020;42,0;BF;P;Palfinger;Kljuèavnièar II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;9028;70,0;GKC;PR;Palfinger;Skladišènik;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9038;41,0;BF;P;Palfinger;CNC operater II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9043;54,0;GG;P;Palfinger;CNC operater;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9046;61,0;KSR;P;Palfinger;Kljuèavnièar z omejitvami;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9049;44,0;BF;P;Palfinger;Operater upogibnih strojev II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9060;43,0;BF;P;Palfinger;CNC operater;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;9070;16,0;AT;PR;Palfinger;Tehnolog;8,25;8,0;0,11666666666666714;0,13333333333333286;0,0;0,0;0,25;0,0;1
10.1.2019;9074;42,0;BF;P;Palfinger;Kljuèavnièar II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9075;52,0;GG;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9079;79,0;GKC;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9084;40,0;BF;PR;Palfinger;Delovodja;7,966666666666667;7,716666666666667;0,25;0,0;0,0;0,0;0,0;-0,033333333333333215;1
10.1.2019;9086;67,0;EPS;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;9092;50,0;GG;PR;Palfinger;Voznik vilièarja;10,0;8,0;0,0;2,0;0,0;0,0;2,0;0,0;1
10.1.2019;9100;42,0;BF;P;Palfinger;Kljuèavnièar;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9102;72,0;GKC;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;1
10.1.2019;9103;50,0;GG;PR;Palfinger;Delovodja;8,766666666666667;0,2666666666666675;8,0;0,5;0,0;0,0;0,7666666666666675;0,0;1
10.1.2019;9108;90,0;MGK;PR;Palfinger;Proizvodni logistik;10,766666666666667;8,0;0,8000000000000007;1,9666666666666668;0,0;0,0;2,7666666666666675;0,0;1
10.1.2019;9109;52,0;GG;P;Palfinger;Varilec z omejitvami;12,0;0,0;8,0;4,0;0,0;0,0;4,0;0,0;1
10.1.2019;9113;70,0;GKC;PR;Palfinger;Kontrolor II;10,533333333333333;8,0;2,133333333333333;0,40000000000000036;0,0;0,0;2,533333333333333;0,0;1
10.1.2019;9118;17,0;ST;PR;Palfinger;Programer varilnih robotov;8,333333333333334;8,0;0,016666666666667496;0,31666666666666643;0,0;0,0;0,3333333333333339;0,0;1
10.1.2019;9120;40,0;BF;PR;Palfinger;Izdelovalec krojnih pol;8,75;8,0;0,09999999999999964;0,6500000000000004;0,0;0,0;0,75;0,0;1
10.1.2019;9121;12,0;LOG;PR;Palfinger;Odpremnik;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9122;66,0;KS;P;Palfinger;kljuèavnièar-varilec;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;9125;41,0;BF;P;Palfinger;CNC operater II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9129;66,0;KS;P;Palfinger;Kljuèavnièar-varilec;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9133;85,0;GTC;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9140;12,0;LOG;PR;Palfinger;Voznik vilièarja;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9142;21,0;QM;PR;Palfinger;Kontrolor;10,566666666666665;0,9166666666666661;8,0;1,6499999999999986;0,0;0,0;2,5666666666666647;0,0;1
10.1.2019;9144;43,0;BF;P;Palfinger;CNC operater;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9147;40,0;BF;PR;Palfinger;Voznik vilièarja;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9148;43,0;BF;P;Palfinger;CNC operater;8,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;1
10.1.2019;9151;79,0;GKC;P;Palfinger;Kljuèavnièar-varilec;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9160;43,0;BF;P;Palfinger;Kljuèavnièar;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9163;50,0;GG;PR;Palfinger;Proizvodni logistik;8,466666666666669;8,0;0,016666666666667496;0,4500000000000002;0,0;0,0;0,46666666666666856;0,0;1
10.1.2019;9165;82,0;GTC;P;Palfinger;Kljuèavnièar;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9171;62,0;KS;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9174;92,0;MGK;P;Palfinger;Montažer;9,0;0,0;2,0;7,0;0,0;0,0;1,0;0,0;1
10.1.2019;9175;61,0;KSR;P;Palfinger;NC in CNC operater I;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9181;41,0;BF;P;Palfinger;CNC operater II;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9182;70,0;GKC;PR;Palfinger;Delovodja;8,85;8,0;0,31666666666666643;0,5333333333333332;0,0;0,0;0,8499999999999996;0,0;1
10.1.2019;9185;60,0;KS;PR;Palfinger;Kontrolor;8,383333333333335;8,0;0,016666666666667496;0,36666666666666714;0,0;0,0;0,38333333333333464;0,0;1
10.1.2019;9186;30,0;EPS;P;Palfinger;Kontrolor;8,3;8,0;0,033333333333333215;0,2666666666666666;0,0;0,0;0,3000000000000007;0,0;1
10.1.2019;9187;20,0;INST;PR;Palfinger;Elektrikar-kljuèavnièar;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9189;42,0;BF;P;Palfinger;Kljuèavnièar;6,0;0,0;6,0;0,0;0,0;0,0;0,0;-2,0;1
10.1.2019;9194;56,0;GG;P;Palfinger;CNC operater;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9195;44,0;BF;P;Palfinger;Operater upogibnih strojev II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;9197;42,0;BF;P;Palfinger;Kljuèavnièar;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;9200;43,0;BF;P;Palfinger;Kljuèavnièar;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9210;41,0;BF;P;Palfinger;CNC operater II;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;9211;61,0;KSR;P;Palfinger;CNC operater;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;9213;70,0;GKC;PR;Palfinger;Delovodja;9,7;3,866666666666667;5,833333333333332;0,0;0,0;0,0;1,6999999999999993;0,0;1
10.1.2019;9215;61,0;KSR;P;Palfinger;Kljuèavnièar-varilec;8,066666666666666;7,433333333333334;0,6333333333333329;0,0;0,0;0,0;0,06666666666666643;0,0;1
10.1.2019;9216;61,0;KSR;P;Palfinger;Kljuèavnièar-varilec;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9217;79,0;GKC;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9218;51,0;GG;P;Palfinger;Varilec na robotu;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9219;56,0;GG;P;Palfinger;CNC operater;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9225;15,0;PPS;PR;Palfinger;Kljuèavnièar z omejitvami;8,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;1
10.1.2019;9229;41,0;BF;P;Palfinger;CNC operater II;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9230;42,0;BF;P;Palfinger;CNC operater II;8,0;0,0;5,0;3,0;0,0;0,0;0,0;0,0;1
10.1.2019;9231;58,0;EPS;P;Palfinger;Varilec na robotu;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9232;50,0;EPS;PR;Palfinger;Delovodja;9,133333333333333;8,0;0,8499999999999996;0,2833333333333332;0,0;0,0;1,1333333333333329;0,0;1
10.1.2019;9240;90,0;MGK;PR;Palfinger;Kontrolor;8,05;7,533333333333333;0,5166666666666675;0,0;0,0;0,0;0,05000000000000071;0,0;1
10.1.2019;9242;77,0;GKC;P;Palfinger;CNC operater;8,75;7,316666666666666;1,4333333333333336;0,0;0,0;0,0;0,75;0,0;1
10.1.2019;9244;30,0;EPS;P;Palfinger;Kontrolor;8,4;8,0;0,033333333333333215;0,36666666666666714;0,0;0,0;0,40000000000000036;0,0;1
10.1.2019;9246;21,0;QM;PR;Palfinger;Kontrolor;8,5;8,0;0,05000000000000071;0,4500000000000002;0,0;0,0;0,5;0,0;1
10.1.2019;9247;53,0;GG;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9252;71,0;GKC;P;Palfinger;CNC operater;8,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;1
10.1.2019;9259;70,0;GKC;PR;Palfinger;Voznik vilièarja z omejitvami;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9273;41,0;BF;P;Palfinger;Kljuèavnièar II;12,0;0,0;8,0;4,0;0,0;0,0;4,0;0,0;1
10.1.2019;9279;20,0;INSTG;PR;Palfinger;Vzdrževalec okolja;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9282;84,0;GTC;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9289;52,0;GG;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9297;92,0;MGK;P;Palfinger;Montažer;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9301;19,0;WZA;PR;Palfinger;Vzdrževanje delovnih sredstev;8,633333333333333;8,0;0,016666666666667496;0,6166666666666663;0,0;0,0;0,6333333333333329;0,0;1
10.1.2019;9303;80,0;GTC;PR;Palfinger;Delovodja;8,816666666666666;8,0;0,34999999999999964;0,4666666666666668;0,0;0,0;0,8166666666666664;0,0;1
10.1.2019;9304;61,0;KSR;P;Palfinger;CNC operater;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9307;55,0;GG;P;Palfinger;Varilec na robotu;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9313;92,0;MGK;P;Palfinger;Montažer;12,0;0,0;8,0;4,0;0,0;0,0;4,0;0,0;1
10.1.2019;9315;20,0;INST;PR;Palfinger;Vzdrževanje-Palfinger;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9319;20,0;INSTG;PR;Palfinger;Kurir;8,5;8,0;0,0;0,5;0,0;0,0;0,5;0,0;1
10.1.2019;9321;64,0;KS;P;Palfinger;CNC operater;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;9324;20,0;INST;PR;Palfinger;Elektrikar-elektronik;8,15;7,25;0,9000000000000004;0,0;0,0;0,0;0,15000000000000036;0,0;1
10.1.2019;9326;92,0;MGK;P;Palfinger;Montažer;12,0;0,0;8,0;4,0;0,0;0,0;4,0;0,0;1
10.1.2019;9332;79,0;GKC;P;Palfinger;Kljuèavnièar-varilec;8,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1
10.1.2019;9333;53,0;GG;P;Palfinger;Kljuèavnièar-varilec;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
10.1.2019;9336;94,0;MGK;P;Palfinger;Montažer;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;1
